timestamp_ms,gpu_index,gpu_util_pct,mem_util_pct,power_w
1786167843516,0,0,0,69.32
1786167843516,1,0,0,68.97
1786167843804,0,0,0,69.30
1786167843804,1,0,0,68.94
1786167843941,0,0,0,69.29
1786167843941,1,0,0,68.97
1786167844079,0,0,0,69.27
1786167844079,1,0,0,68.94
1786167844218,0,0,0,69.28
1786167844218,1,0,0,68.92
1786167844357,0,0,0,69.30
1786167844357,1,0,0,68.92
1786167844494,0,0,0,69.28
1786167844494,1,0,0,68.92
1786167844631,0,0,0,69.28
1786167844631,1,0,0,68.93
1786167844769,0,0,0,69.29
1786167844769,1,0,0,68.94
1786167844905,0,0,0,69.29
1786167844905,1,0,0,68.95
1786167845042,0,0,0,69.25
1786167845042,1,0,0,68.96
1786167845179,0,0,0,69.24
1786167845179,1,0,0,68.96
1786167845319,0,0,0,69.21
1786167845319,1,0,0,68.99
1786167845455,0,0,0,69.22
1786167845455,1,0,0,68.95
1786167845592,0,0,0,69.23
1786167845592,1,0,0,68.97
1786167845728,0,0,0,69.20
1786167845728,1,0,0,68.96
1786167845864,0,0,0,69.19
1786167845864,1,0,0,68.97
1786167846001,0,0,0,69.19
1786167846001,1,0,0,68.96
1786167846138,0,0,0,69.23
1786167846138,1,0,0,68.97
1786167846378,0,0,0,69.28
1786167846378,1,0,0,68.95
1786167846594,0,0,0,69.32
1786167846594,1,0,0,69.00
1786167846731,0,0,0,69.34
1786167846731,1,0,0,69.02
1786167846868,0,0,0,69.34
1786167846868,1,0,0,69.02
1786167847005,0,0,0,69.37
1786167847005,1,0,0,69.05
1786167847143,0,0,0,69.38
1786167847143,1,0,0,69.05
1786167847280,0,0,0,69.38
1786167847280,1,0,0,69.06
1786167847417,0,0,0,69.35
1786167847417,1,0,0,69.05
1786167847555,0,0,0,69.35
1786167847555,1,0,0,69.05
1786167847691,0,0,0,69.33
1786167847691,1,0,0,69.05
1786167847829,0,0,0,69.34
1786167847829,1,0,0,69.05
1786167847965,0,0,0,69.35
1786167847965,1,0,0,69.05
1786167848102,0,0,0,69.35
1786167848102,1,0,0,69.05
1786167848239,0,0,0,69.33
1786167848239,1,0,0,69.07
1786167848376,0,0,0,69.35
1786167848376,1,0,0,69.06
1786167848512,0,0,0,69.35
1786167848512,1,0,0,69.05
1786167848648,0,0,0,69.35
1786167848648,1,0,0,69.05
1786167848787,0,0,0,69.34
1786167848787,1,0,0,69.04
1786167848924,0,0,0,69.33
1786167848924,1,0,0,69.04
1786167849061,0,0,0,69.34
1786167849061,1,0,0,69.05
1786167849197,0,0,0,69.33
1786167849197,1,0,0,69.00
1786167849337,0,0,0,69.33
1786167849337,1,0,0,68.99
1786167849474,0,0,0,69.33
1786167849474,1,0,0,69.00
1786167849611,0,0,0,69.35
1786167849611,1,0,0,69.03
1786167849748,0,0,0,69.34
1786167849748,1,0,0,68.99
1786167849884,0,0,0,69.36
1786167849884,1,0,0,69.01
1786167850021,0,0,0,69.35
1786167850021,1,0,0,69.06
1786167850255,0,0,0,69.34
1786167850255,1,0,0,69.05
1786167850391,0,0,0,69.32
1786167850391,1,0,0,69.04
1786167850527,0,0,0,69.31
1786167850527,1,0,0,69.01
1786167850664,0,0,0,69.35
1786167850664,1,0,0,68.99
1786167850801,0,0,0,69.33
1786167850801,1,0,0,68.98
1786167850938,0,0,0,69.32
1786167850938,1,0,0,68.98
1786167851074,0,0,0,69.34
1786167851074,1,0,0,68.97
1786167851211,0,0,0,69.33
1786167851211,1,0,0,68.97
1786167851348,0,0,0,69.35
1786167851348,1,0,0,68.98
1786167851484,0,0,0,69.35
1786167851484,1,0,0,68.99
1786167851620,0,0,0,69.34
1786167851620,1,0,0,68.99
1786167851757,0,0,0,69.33
1786167851757,1,0,0,69.00
1786167851893,0,0,0,69.33
1786167851893,1,0,0,69.02
1786167852030,0,0,0,69.31
1786167852030,1,0,0,68.97
1786167852166,0,0,0,69.29
1786167852166,1,0,0,68.98
1786167852303,0,0,0,69.29
1786167852303,1,0,0,68.96
1786167852440,0,0,0,69.29
1786167852440,1,0,0,68.96
1786167852575,0,0,0,69.27
1786167852575,1,0,0,68.91
1786167852711,0,0,0,69.27
1786167852711,1,0,0,68.94
1786167852847,0,0,0,69.27
1786167852847,1,0,0,68.94
1786167852984,0,0,0,69.26
1786167852984,1,0,0,68.99
1786167853120,0,0,0,69.26
1786167853120,1,0,0,68.97
1786167853256,0,0,0,69.25
1786167853256,1,0,0,68.98
1786167853393,0,0,0,69.22
1786167853393,1,0,0,68.99
